province,rptn,rptm,corpId,corpName,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C9_avg,C10_avg,C11_avg
安徽省,2015,12,83528,安徽天英宝鼎典当有限公司, 0.0,-0.001279008,-0.000861478, 20.518, 6.448,-0.000861478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,61401,安徽恒联典当有限公司, 0.056951094,-0.004452876,-0.00920988,-1.19514196, 3.8476,-0.009766068, 0.0, 0.0, 0.0, 0.642478428, 0.846938776, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,59643,庐江县邦信典当有限责任公司, 0.064347693, 0.077884456, 0.092131869, 0.556356299, 8.48, 0.073847627, 0.0, 0.0, 0.0, 0.606132075, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,59649,安徽金信典当有限公司, 0.053367404, 0.006275877, 0.026176967, 0.280949689, 12.155, 0.020734966, 0.0, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,82820,黟县雅弘典当有限公司, 0.000892508, 0.009204471, 0.014729642,-0.041266252, 1.256666667, 0.01105873, 0.0, 0.0, 0.0, 0.684350133, 0.518518519, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,74095,安徽潜山县正和典当有限公司, 0.007217348,-0.028431315,-0.030071172,-3.202444988, 0.982,-0.030289784, 0.0, 0.0, 0.0, 0.470468432, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,1920,阜阳市信和典当有限责任公司, 0.004663368, 0.034201448, 0.035757758, 0.614671815, 3.6875, 0.033209453, 0.0, 0.0, 0.0, 0.133966102, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,90742,安徽及时雨典当有限公司, 0.035968139, 0.0, 0.005642661, 0.0, 2.4900734, 0.005050364, 0.000966138, 0.0, 0.0, 0.564947202, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,34543,安徽汇鑫源典当有限公司, 0.010408484, 0.043403748, 0.049757195, 0.407407407, 7.0, 0.037705894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,1921,合肥市广源典当有限责任公司, 0.000968423,-0.004872661,-0.002894387,-0.892996694, 7.85365,-0.003877447, 0.0, 0.0, 0.0, 0.995842697, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,32017,淮南市华盛典当有限责任公司, 0.000575705, 0.000768197, 0.00115141,-0.692307692, 2.828, 0.000768049, 0.0, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,61846,滁州中都典当有限公司, 0.001005432, 0.11085954, 0.021399783,-0.405178649, 1.44424, 0.0160656, 0.0, 0.0, 0.0, 0.527543899, 0.576834609, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,16215,滁州市东方典当有限公司, 0.029722217, 0.027664142, 0.018603949, 0.053571429, 1.702, 0.014114242, 0.0, 0.0, 0.0, 0.804151978, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,619,安徽省金泰典当有限责任公司, 0.034370646,-0.033662478, 0.028332559,-0.553398058, 2.312, 0.022126022, 0.0, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,82811,滁州市瑞银典当有限公司, 0.000385236, 0.000443218, 0.009897367,-0.750356947, 1.033, 0.007299833, 0.0, 0.0, 0.0, 0.92578251, 0.763332171, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,10129,安徽盛源典当有限责任公司, 0.013164932,-0.006498079, 0.001552985,-1.370967742, 2.341891892, 0.001201515, 0.0, 0.0, 0.0, 0.219272937, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,67033,黄山汇金典当有限责任公司, 0.313055405,-0.145577037, 0.034582629,-2.491728836, 2.41935, 0.042709088, 0.0, 0.0, 0.341196782, 0.44824023, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,50112,铜陵铜都典当有限公司, 0.007949406,-0.007216487,-0.009950767,-1.202113821, 1.149,-0.010030503, 0.0, 0.0, 0.0, 0.91818973, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,32641,安徽长运典当有限责任公司, 0.017244618,-0.121649505, 0.059797462,-0.58305615, 6.184608, 0.045633318, 0.0, 0.0, 0.0, 0.890696387, 0.992212875, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,59466,涡阳县宏源典当有限公司, 0.002699937, 0.00809665, 0.000443442,-0.666632653, 7.925, 0.000333405, 0.0, 0.0, 0.0, 0.206309148, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,10104,安徽中泰创展典当有限公司, 0.0500042, 0.066408408, 0.02083869,-0.458338991, 1.486857143, 0.016034985, 0.0, 0.0, 0.0, 0.767486549, 0.618468757, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,50840,黄山市昱城典当有限公司, 0.003163897, 0.018190586, 0.011859879,-0.027950311, 5.8388, 0.011897522, 0.0, 0.0, 0.0, 0.615674454, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,82909,蚌埠华芳典当有限公司, 0.005908138, 0.046678636, 0.046693349,-14.142857143, 1.048, 0.035269312, 0.0, 0.0, 0.0, 1.0, 1.009633911, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,74216,黄山金茂典当有限公司, 0.005462185, 0.099655052, 0.114585012, 1.106815296, 1.760666667, 0.086410751, 0.0, 0.0, 0.0, 0.204468005, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,33530,安徽银丰典当有限公司, 0.096959561, 0.041262288, 0.009264131,-0.737624498, 10.1155, 0.007345566, 0.0, 0.0, 0.0, 0.704364589, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,50847,安徽省宁国华信典当有限公司, 0.006590643,-0.058375292,-0.06143973, 0.761133501, 1.74,-0.061847344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,59623,黄山市银达典当有限公司, 0.044139779,-0.064573937, 0.180030038,-0.141036788, 3.556626506, 0.141257406, 0.0, 0.0, 0.0, 0.936201445, 0.796580039, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,606,安徽省信邦典当行有限公司, 0.014566909, 0.209563427, 0.02896037,-0.592726571, 3.7151, 0.023222556, 0.0, 0.0, 0.0, 0.934333627, 0.392272237, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,32866,黄山中银典当有限公司, 0.025754612, 0.015343277, 0.019809765,-0.561030869, 2.0, 0.015255005, 0.0, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,61455,天长市中安典当有限责任公司, 0.005124361, 0.00934839, 0.012347811,-0.307408459, 3.0, 0.009309513, 0.0, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,82818,明光市国融典当有限公司, 0.0,-0.002135695,-0.002136917,-0.20349563, 0.113333333,-0.002136917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,90765,安徽博海典当有限公司, 0.003432136, 0.0,-0.038724561, 0.0, 1.234243176,-0.038857927, 0.0, 0.0, 0.0, 0.305589063, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,59627,铜陵市隆鼎典当有限责任公司, 0.002488782, 0.012310805, 0.011934839,-0.353007946, 2.36464, 0.010773825, 0.0, 0.0, 0.0, 0.317173016, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,1907,安徽国信典当有限责任公司, 0.000411126,-0.001871628, 0.000381044,-0.44, 1.23595, 0.000280885, 0.0, 0.0, 0.0, 1.0, 0.231136382, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,33493,安徽雅园典当有限公司, 0.000092984,-0.051031413,-0.052701181, 23.180094787, 0.8256,-0.052716414, 0.0, 0.0, 0.0, 0.925024225, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,82942,安徽金润典当有限公司, 0.030112231, 0.016468888, 0.000286728,-0.855500821, 1.954862, 0.00017578, 0.006453695, 0.0, 0.0, 0.204618024, 1.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,1919,滁州裕恒典当有限责任公司, 0.366764995,-0.065257353, 0.009832842,-0.357142857, 1.264, 0.013975155, 0.05, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,67109,安徽省合肥市中基典当有限公司, 0.024381863, 0.013488109,-0.023152864, 0.414979106, 1.103705455,-0.024450349, 0.854687989, 0.755761583, 0.0, 0.60144505, 0.815451986, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,16219,淮北永利典当有限公司,-0.000368615,-0.006480163,-0.006061661,-2.184, 0.15192,-0.006059427, 0.0, 0.0, 0.0, 0.987361769, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,32766,黄山华澳典当行有限责任公司, 0.001813829,-0.027654321,-0.025502431,-2.923392613, 1.1495,-0.025548772, 0.76433121, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,74223,安徽易诚典当有限公司, 0.001959504,-0.051425031, 0.019595036,-0.79245283, 4.161333333, 0.014397906, 0.0, 0.0, 0.0, 0.932393464, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,74143,淮南市泽丰典当有限公司, 0.012015406,-0.007072548,-0.000846712,-2.713333333, 1.775,-0.000857009, 0.0, 0.0, 0.340909091, 0.707042254, 0.482758621, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,66598,滁州瑞鸿典当有限公司, 0.006008968, 0.003118684, 0.003775199,-0.156062425, 7.253666667, 0.002309696, 0.0, 0.0, 0.0, 1.0, 0.640475404, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,74191,合肥中财典当有限公司, 0.038993545, 0.006440696, 0.000358386,-0.951513067, 4.984431138, 0.000279696, 0.104385423, 0.020302739, 0.0, 0.465801698, 0.727403156, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,59614,安徽深安典当有限责任公司, 0.021941373,-0.148557764, 0.087063367, 3.756410256, 1.06, 0.066570967, 0.0, 0.0, 0.0, 0.820754717, 1.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,50845,安徽天童典当有限公司, 0.000983428, 0.0103082, 0.003177933,-0.9958117, 4.17694, 0.000374502, 0.0, 0.0, 0.0, 0.805958429, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,1996,安徽省阜南县忠诚典当有限公司, 0.012681159,-0.261044177, 0.018115942,-0.526315789, 0.864, 0.016513761, 0.0, 0.0, 0.0, 1.0, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,83717,太湖县多滴典当有限公司, 0.005795644,-0.010176684, 0.000760844,-0.710900474, 1.61, 0.000405931, 0.0, 0.0, 0.0, 0.596273292, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,50852,无为邦诺典当有限责任公司, 0.0, 0.005392677, 0.012845826,-0.684119053, 2.873, 0.011622795, 0.0, 0.0, 0.0, 0.024364775, 0.0, 0.097721032, 0.672849331, 0.726333192
安徽省,2015,12,10133,马鞍山市银泰典当有限公司, 0.00554371, 0.00816853, 0.018336887,-0.288888889, 5.5595, 0.013722127, 0.688657407, 0.0, 0.0, 0.975357496, 0.0, 0.097721032, 0.672849331, 0.726333192
