province,rptn,rptm,corpId,corpName,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C9_avg,C10_avg,C11_avg,t1,t7,t8,t9,t10,t11,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,score
北京市,2015,12,7226,北京瑞源亨典当有限责任公司,.000735294,-.016630513,-.011029412,-1.941176471,4.567333333,-.011773363,.013157895,0,0,.640490439,0,.221475809,.639905674,.624551407,1360.00021760003,.986842105,1,4.51516580756682,1710.08866809732,1.60114922293338,-.363529002226168,-.0231443861000801,.0908096763056695,.362086237399409,16.9058258919147,.608645183524074,2.13621112409
北京市,2015,12,33808,北京汇通龙典当行有限公司,.003743435,2.027359529,.033655671,64.385892116,.516,.025336238,.055126184,0,0,.476744186,0,.221475809,.639905674,.624551407,267.134329833428,.944873816,1,4.51516580756682,6.12889727997578,1.60114922293338,1.09496279896859,7.27777434100441,-.358350575897724,1.80711964632581,-.126973897341206,2.07593461261305,1.98840191189
北京市,2015,12,6828,北京鼎成典当行有限公司,.001455913,1.244315861,.001243592,-.982876712,.660607143,.000607515,0,0,0,.985403038,.624074176,.221475809,.639905674,.624551407,686.854228240286,1,1,4.51516580756682,2.89437808851126,2095.4212949286,-1.76345316175897,14.8079598565459,.429155190915085,-.986063337027717,-.0434794039947156,-1.05608525782122,1.92291244584
北京市,2015,12,82236,北京合和盛晟典当行有限公司,.007548555,.040141084,.042148178,140.836206897,.999104,.031850599,0,0,0,.99559205,.998128062,.221475809,.639905674,.624551407,132.475685743828,1,1,4.51516580756682,2.811465570444,2.67682679475783,1.88518559325104,.849126409171199,-.563337404063973,3.04852307228594,-.33601950513822,3.53006059522477,1.35512836889
北京市,2015,12,6826,北京万融典当有限责任公司,.005643997,.174449655,.211548279,3.891690396,2.73125,.162286156,0,0,0,.534828375,.39150354,.221475809,.639905674,.624551407,177.179399634691,1,1,4.51516580756682,9.51680343439357,4.29096396750115,4.28260876888244,.173326499807384,.268900024378723,.41130052887599,-.485795535292601,.100204693980185,1.26674680367
北京市,2015,12,3337,北京华隆典当有限责任公司,.486951672,.116761139,.109724569,1.026448331,30.892244898,.213754205,0,0,0,.323111276,.813106796,.221475809,.639905674,.624551407,2.05359188087971,1,1,4.51516580756682,3.15662147535829,5.30348140831976,5.21298669978913,-.129380486430009,.412091970044165,-1.57558480926227,.792630185870429,-1.03988343528778,1.26189316438
北京市,2015,12,15720,北京信邦典当有限公司,.029601614,-.149766325,.228147252,-.318574014,5.014386875,.176066622,0,0,0,.75737076,.638250307,.221475809,.639905674,.624551407,33.7819417549327,1,1,4.51516580756682,8.51316790420602,72.9985619283302,4.65870293995002,-.666418481657716,.321328159304081,.118247733584956,-.450686020883993,-.262055400614484,1.15498841587
北京市,2015,12,73189,北京中融通典当有限责任公司,.001407327,1.504245923,.002042289,3.6106,4.855086667,.001533867,0,0,0,.509431346,.821428571,.221475809,.639905674,.624551407,710.566911599081,1,1,4.51516580756682,7.66434298094258,5.0793092488878,.00686006637149829,5.13435491555544,.185171415736341,.112155397725338,.138474344972195,.404567174966252,1.01620015714
北京市,2015,12,33685,北京中金投典当行有限公司,.02454185,.135020071,.158218126,.401096584,2.040533333,.121658244,0,0,0,.546589127,.647261299,.221475809,.639905674,.624551407,40.7467244726865,1,1,4.51516580756682,10.7162130634774,44.033674840902,3.0540755753897,.319322462965363,.266673477764732,.283165342602505,-.392672615114079,-.111458963890678,0.920994145562
北京市,2015,12,3366,北京民生典当有限责任公司,.17744775,.117258422,.132171715,.835146444,11.804304878,.120349029,0,0,0,.762825778,.912561576,.221475809,.639905674,.624551407,5.63546170633327,1,1,4.51516580756682,8.13536571690502,3.47209962576009,3.27550519640982,.0346822644127741,.302119196377509,-.356936205537664,.0518438136029649,-.436853089963704,0.872314182748
北京市,2015,12,33750,北京京盛典当行有限公司,.002164194,.002798481,-.000522064,-.12565445,.00126,-.001588615,0,0,.254452926,0,0,.221475809,.639905674,.624551407,462.065785229975,1,1,30.3240577397957,1.56273032203181,1.60114922293338,-.718472953003876,-.530705003447886,.54585198301572,9.2342355121322,.328565341136588,-1.31022072870455,0.853905173175
北京市,2015,12,73181,北京齐融典当有限责任公司,.000667457,0,.004084438,0,1.49,.004087166,0,0,.2593361,1,0,.221475809,.639905674,.624551407,1498.22385561916,1,1,26.4128978829032,2.77705014435579,1.60114922293338,-.502246705731282,-.520071558682188,.520873069425523,7.68334118109127,.321379627443368,-.67006427633809,0.792570604332
北京市,2015,12,7075,北京市金禧典当有限责任公司,.023344649,.140735135,.156499412,.922489809,3.544666667,.119817876,.221857025,0,0,.541282678,0,.221475809,.639905674,.624551407,42.8363690539961,.778142975,1,4.51516580756682,10.1396230144945,1.60114922293338,3.15397351687938,.113915230582225,-.459327976510988,.175634266422734,-.304800521556434,-.131873242070219,0.782005952712
